task_id,row_key,prompt,answer,reference_answer,sources,correctness_score,groundedness_score,legal_reasoning_score,completeness_score,comprehension_score,hallucination_flag,grounding_citations,comments
11,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","""In Australien. Die Übertragung von Urheberrechten an Nichtunternehmer im Drittland folgt dem Empfängerortsprinzip.""",§ 3a Abs. 14 Z 1 UStG 1994,1,1,1,1,4,1,"""1. Die Einräumung, Übertragung und Wahrnehmung von Rechten, die sich aus urheberrechtlichen Vorschriften ergeben;"" (§ 3a Abs. 14 Z 1 UStG 1994)","Generic answer, ignores scenario about Übertragung von Urheberrechten (§ 3a Abs. 14 Z 1 UStG). Hallucinated citation: § 3 Abs. 9 UStG."
12,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","""Nein. Beförderungsmittel sind ausdrücklich ausgenommen. Es gelten die Sonderregeln für Beförderungsmittel.""",§ 3a Abs. 14 UStG 1994,1,1,1,1,4,1,"""(14) Ist der Empfänger ein Nichtunternehmer im Sinne des Abs. 5 Z 3 und hat er keinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt im Gemeinschaftsgebiet, werden die folgenden sonstigen Leistungen an seinem Wohnsitz, Sitz oder gewöhnlichen Aufenthalt im Drittlandsgebiet ausgeführt:"" (§ 3a Abs. 14 UStG 1994)","Generic answer, ignores scenario about Beförderungsmittel-Ausnahme von Abs. 14 (§ 3a Abs. 14 UStG; Abs. 14 nennt Beförderungsmittel nicht — Sonderregeln in Abs. 12 gelten). Hallucinated citation: § 3 Abs. 9 UStG."
13,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","„In Australien. Die Datenverarbeitung zählt gemäß § 3a Abs. 14 UStG zu den Katalogleistungen. Da der Leistungsempfänger ein Nichtunternehmer im Drittland ist, verlagert sich der Leistungsort an seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt.“",§ 3a Abs. 14 Z 5 UStG 1994,1,1,1,1,4,1,"""5. die Datenverarbeitung;"" (§ 3a Abs. 14 Z 5 UStG 1994)","Generic answer, ignores scenario about Datenverarbeitung (§ 3a Abs. 14 Z 5 UStG). Hallucinated citation: § 3 Abs. 9 UStG."
14,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","„In Kanada. Werbeleistungen an Nichtunternehmer im Drittland gelten gemäß § 3a Abs. 14 UStG an dem Ort als ausgeführt, an dem der Empfänger seinen Wohnsitz, Sitz oder gewöhnliche Aufenthalt hat.“",§ 3a Abs. 14 Z 2 UStG 1994,1,1,1,1,4,1,"""2. die Leistungen, die der Werbung oder der Öffentlichkeitsarbeit dienen;"" (§ 3a Abs. 14 Z 2 UStG 1994)","Generic answer, ignores scenario about Werbeleistungen (§ 3a Abs. 14 Z 2 UStG). Hallucinated citation: § 3 Abs. 9 UStG."
15,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","„Dies ist ein tauschähnlicher Umsatz. Die Werbedienstleistung des Influencers wird durch eine Lieferung, das Smartphone bezahlt“",§ 3a Abs. 2 UStG 1994,1,1,1,1,4,1,"""(2) Ein tauschähnlicher Umsatz liegt vor, wenn das Entgelt für eine sonstige Leistung in einer Lieferung oder in einer sonstigen Leistung besteht."" (§ 3a Abs. 2 UStG 1994)","Generic answer, ignores scenario about tauschähnlicher Umsatz (§ 3a Abs. 2 UStG). Hallucinated citation: § 3 Abs. 9 UStG."
16,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","""Privatpersonen sowie juristische Personen, die keine UID-Nummer besitzen und nicht unternehmerisch tätig sind.""",§ 3a Abs. 5 UStG 1994,1,1,1,1,4,1,"""(5) Für Zwecke der Anwendung der Abs. 6 bis 16 und Art. 3a gilt 1. als Unternehmer ein Unternehmer gemäß § 2, ...; 2. eine nicht unternehmerisch tätige juristische Person mit Umsatzsteuer-Identifikationsnummer als Unternehmer; 3. eine Person oder Personengemeinschaft, die nicht in den Anwendungsbereich der Z 1 und 2 fällt, als Nichtunternehmer."" (§ 3a Abs. 5 UStG 1994)","Generic answer, ignores scenario about wer als Nichtunternehmer iSd § 3a Abs. 5 Z 3 UStG gilt. Hallucinated citation: § 3 Abs. 9 UStG."
17,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).",Die Leistung ist eine sonstige Leistung an eine Privatperson und somit an einen Nichtunternehmer. Nach der Grundregel des § 3a Abs. 7 UStG liegt der Leistungsort daher am Sitz des Leistenden in Wien. ,§ 3a Abs. 7 UStG 1994,1,1,1,1,4,1,"""(7) Eine sonstige Leistung, die an einen Nichtunternehmer im Sinne des Abs. 5 Z 3 ausgeführt wird, wird vorbehaltlich der Abs. 8 bis 16 und Art. 3a an dem Ort ausgeführt, von dem aus der Unternehmer sein Unternehmen betreibt."" (§ 3a Abs. 7 UStG 1994)","Generic answer, ignores scenario about Leistungsort an Nichtunternehmer / Privatperson (§ 3a Abs. 7 UStG). Hallucinated citation: § 3 Abs. 9 UStG."
18,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","„In der Schweiz. Da der Leistungsempfänger ein Nichtunternehmer mit Wohnsitz in einem Drittland ist, verlagert sich der Leistungsort an den Ort, an dem der Empfänger seinen Wohnsitz, Sitz oder gewöhnlichen Aufenthalt im Drittlandsgebiet hat. Somit fällt keine österreichische Umsatzsteuer an.“",§ 3a Abs. 14 Z 3 UStG 1994,1,1,1,1,4,1,"""3. die sonstigen Leistungen aus der Tätigkeit als Rechtsanwalt, Patentanwalt, Steuerberater, Wirtschaftsprüfer, Sachverständiger, Ingenieur, Aufsichtsratsmitglied, Dolmetscher und Übersetzer sowie ähnliche Leistungen anderer Unternehmer;"" (§ 3a Abs. 14 Z 3 UStG 1994)","Generic answer, ignores scenario about Steuerberater/Sachverständigen-Leistung an Nichtunternehmer im Drittland (§ 3a Abs. 14 Z 3 UStG). Hallucinated citation: § 3 Abs. 9 UStG."
19,a402f87ba72ceb4e,"""Was bedeutet eine sonstige Leistung?""","Eine sonstige Leistung ist im umsatzsteuerlichen Sinn jede Leistung, die keine Lieferung im Sinne des § 3 Abs. 1 UStG 1994 darstellt. Gemäß § 3 Abs. 9 UStG 1994 umfasst der Begriff der sonstigen Leistung alle Leistungen, die keine Lieferungen sind, insbesondere Dienstleistungen, Werkleistungen, Vermietungen und Verpachtungen sowie sonstige Leistungen, die im Rahmen eines Unternehmens erbracht werden.

Somit ist eine sonstige Leistung jede Leistung, bei der kein Eigentumsübergang an einem Gegenstand erfolgt, sondern eine Dienstleistung oder ein sonstiger Leistungsaustausch stattfindet (§ 3 Abs. 9 UStG 1994).","""Der Ort der sonstigen Leistung kann danach
1. statt im Inland als im Drittlandsgebiet gelegen und
2. statt im Drittlandsgebiet als im Inland gelegen
behandelt werden.“",§ 3a Abs. 16 UStG 1994,1,1,1,1,4,1,"""(16) Der Bundesminister für Finanzen kann, um Doppelbesteuerungen, Nichtbesteuerungen oder Wettbewerbsverzerrungen zu vermeiden, durch Verordnung festlegen, dass sich bei sonstigen Leistungen, deren Leistungsort sich nach Abs. 6, 7, 12, 13 oder 14 bestimmt, der Ort der sonstigen Leistung danach richtet, wo die sonstige Leistung genutzt oder ausgewertet wird. Der Ort der sonstigen Leistung kann danach 1. statt im Inland als im Drittlandsgebiet gelegen und 2. statt im Drittlandsgebiet als im Inland gelegen behandelt werden."" (§ 3a Abs. 16 UStG 1994)","Generic answer, ignores scenario about Verlagerungsmöglichkeiten (§ 3a Abs. 16 UStG). Hallucinated citation: § 3 Abs. 9 UStG."
20,a42a2007314f786c,"Ein Erwerber erhält ohne gesonderten Vertrag direkt die Rechte aus einem bereits bestehenden Kaufanbot über ein inländisches Grundstück, also ohne dass ein schuldrechtliches Geschäft über den Rechtserwerb vorausgegangen ist. Unterliegt auch dieser bloße Rechtserwerb der Grunderwerbsteuer?","Ja, dieser bloße Rechtserwerb unterliegt der Grunderwerbsteuer. Gemäß § 1 Abs. 1 Z 5 GrEStG 1987 unterliegen solche Vorgänge der Steuer, wenn kein Rechtsgeschäft vorausgegangen ist, das den Anspruch auf Erwerb der Rechte begründet.","Ja. Nach § 1 Abs. 1 Z 5 GrEStG 1987 ist auch der Erwerb eines in § 1 Abs. 1 Z 3 und Z 4 bezeichneten Rechtes grunderwerbsteuerpflichtig, wenn kein Rechtsgeschäft vorausgegangen ist, das den Anspruch auf Erwerb dieses Rechtes begründet hat.",§ 1 Abs. 1 Z 5 GrEStG 1987,5,5,5,4,5,0,"""§ 1. (1) Der Grunderwerbsteuer unterliegen die folgenden Rechtsvorgänge, soweit sie sich auf inländische Grundstücke beziehen: ... 4. ein Rechtsgeschäft, das den Anspruch auf Abtretung der Rechte aus einem Kaufanbot begründet. ... 5. der Erwerb eines der in den Z 3 und 4 bezeichneten Rechte, wenn kein Rechtsgeschäft vorausgegangen ist, das den Anspruch auf Erwerb der Rechte begründet."" (§ 1 Abs. 1 Z 5 GrEStG 1987)",Conclusion matches reference; correct citation; brief but on-point application. Minor omission: does not explicitly reference Z 3 und Z 4 framework but answers the question correctly.
21,a456ada1e6a787c3,Setzt die Zuzugsbegünstigung nach den Richtlinien neben einem Zuzug aus dem Ausland auch die Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus?,"Die Zuzugsbegünstigung nach den Richtlinien setzt nicht nur einen Zuzug aus dem Ausland, sondern auch eine Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus. Dies ergibt sich aus dem Kontext der Entwicklungshilfe und der damit verbundenen Vorhaben, die dem Dreijahresprogramm der österreichischen Entwicklungspolitik entsprechen.","Ja, so EStR 2000 Rz 8201a. Nach den Richtlinien knüpft die Zuzugsbegünstigung an den Zuzug aus dem Ausland an. Neben der Begründung eines inländischen Wohnsitzes setzt sie auch die Verlagerung des Mittelpunktes der Lebensinteressen nach Österreich voraus.",EStR 2000 Rz 8201a,3,1,2,2,3,1,"""Bei Personen, deren Zuzug aus dem Ausland der Förderung von Wissenschaft, Forschung, Kunst oder Sport dient und aus diesem Grunde im öffentlichen Interesse gelegen ist ..."" (§ 103 Abs. 1 EStG 1988); EStR 2000 Rz 8201a (laut Referenzantwort): Zuzugsbegünstigung setzt neben Zuzug auch Verlagerung des Mittelpunktes der Lebensinteressen voraus.","Reaches the right yes-conclusion but fabricates an Entwicklungshilfe/Dreijahresprogramm-Zusammenhang that is not in the reference (EStR 2000 Rz 8201a) — irrelevant invented context, treated as hallucination of provenance."
22,a4d835ff04f6fa53,Nein. Das kostenlose Aufladen eines privatem E-Autos beim Arbeitgeber ist gemäß § 4c SachbezugsVO ausdrücklich mit einem Sachbezugswert von Null anzusetzen und daher steuerfrei.,"Benutzerfrage: Nein. Das kostenlose Aufladen eines privatem E-Autos beim Arbeitgeber ist gemäß § 4c SachbezugsVO ausdrücklich mit einem Sachbezugswert von Null anzusetzen und daher steuerfrei. Antwort: Die Auskunftsperson hat den Sachbezugswert als ""null"" bezeichnet. Sie hat sich nicht veranlasst, einen Sachbezug in der Regel zu erwähnen.",Nein. Das kostenlose Aufladen eines privatem E-Autos beim Arbeitgeber ist gemäß § 4c SachbezugsVO ausdrücklich mit einem Sachbezugswert von Null anzusetzen und daher steuerfrei.,§ 4c SachbezugsVO,3,2,2,2,2,0,"""Das kostenlose Aufladen eines privatem E-Autos beim Arbeitgeber ist gemäß § 4c SachbezugsVO ausdrücklich mit einem Sachbezugswert von Null anzusetzen und daher steuerfrei."" (§ 4c Sachbezugswerteverordnung; Referenzantwort)","The ""answer"" largely echoes the prompt. It does not clearly state the conclusion (Sachbezug = 0, steuerfrei) in its own analysis. Confusing structure; partial match with reference only because the prompt itself contained the answer."
23,a4f7cad0c12511f8,"Ein Käufer und ein Verkäufer unterzeichnen am 15. März 2025 einen Kaufvertrag über ein Grundstück. Der Vertrag enthält jedoch die aufschiebende Bedingung, dass der Käufer bis 30. Juni 2025 eine Baugenehmigung für sein geplantes Projekt erhält. Die Baugenehmigung wird am 20. Mai 2025 erteilt. Wann entsteht die Grunderwerbsteuerschuld?","Da die Erfüllung der aufschiebenden Bedingung (Baugenehmigung) vor dem Ende der Frist (30. Juni 2025) eingetreten ist, entsteht die Grunderwerbsteuerschuld mit dem Zeitpunkt der Unterzeichnung des Kaufvertrags (15. März 2025) gemäß § 8 Abs. 1 GrEStG. Die Steuer ist vom Notar oder dem Rechtsanwalt beim Abschluss des Kaufvertrags einzubehalten.","Die Steuerschuld entsteht am 20. Mai 2025. Gemäß § 8 Abs. 2 GrEStG entsteht die Steuerschuld bei einem Erwerbsvorgang, dessen Wirksamkeit vom Eintritt einer Bedingung abhängig ist, mit dem Eintritt der Bedingung. Da der Kaufvertrag unter der aufschiebenden Bedingung der Baugenehmigung stand und diese am 20. Mai 2025 erteilt wurde, entsteht zu diesem Zeitpunkt die Steuerschuld - nicht bereits bei Vertragsunterzeichnung am 15. März 2025.",§ 8 Abs. 2 GrEStG 1987,1,2,1,3,4,1,"""§ 8. (1) Die Steuerschuld entsteht, sobald ein nach diesem Bundesgesetz steuerpflichtiger Erwerbsvorgang verwirklicht ist. (2) Ist die Wirksamkeit des Erwerbsvorganges vom Eintritt einer Bedingung oder von der Genehmigung einer Behörde abhängig, so entsteht die Steuerschuld mit dem Eintritt der Bedingung oder mit der Genehmigung."" (§ 8 Abs. 1, 2 GrEStG 1987)","Wrong conclusion (states 15.03.2025 instead of 20.05.2025). Misapplies § 8 Abs. 1 and fails to apply § 8 Abs. 2 which controls when wirksamkeit von Bedingung abhängt. Hallucinates obligation that ""Steuer ist vom Notar oder dem Rechtsanwalt beim Abschluss des Kaufvertrags einzubehalten"" — there is no such withholding rule for GrESt at contract signing."
24,a4fdf97e3bcff2cf,Ein in Ungarn wohnender Arbeitnehmer übernachtet von Montag bis Donnerstag regelmäßig am österreichischen Arbeitsort und fährt nur am Wochenende heim. Kann dadurch ein gewöhnlicher Aufenthalt in Österreich entstehen?,"Ja, wenn der Arbeitnehmer regelmäßig in Österreich arbeitet und dort übernachtet, kann es zu einem gewöhnlichen Aufenthalt in Österreich kommen, unabhängig von der Tatsache, dass er in Ungarn wohnt.

Für die Bestimmung des gewöhnlichen Aufenthalts ist die Dauer der Tätigkeit in Österreich, nicht die Wohnsitzlage des Arbeitnehmers, maßgeblich.

In diesem Fall kann die Rechtsnorm des Abgaberechts (z.B. § 2 Abs 11 EStG) oder des Steuerabkommens zwischen Österreich und Ungarn (if applicable) Anwendung finden.","Ja. Wer an den Arbeitstagen am Arbeitsort übernachtet, begründet nach EStR 2000 Rz 24 dadurch einen inländischen Aufenthalt. Dauert dieser länger als sechs Monate an, tritt unbeschränkte Steuerpflicht kraft gewöhnlichen Aufenthalts nach EStR 2000 Rz 23 ein.",EStR 2000 Rz 23;EStR 2000 Rz 24,4,2,3,3,4,1,"""Wer an den Arbeitstagen am Arbeitsort übernachtet, begründet nach EStR 2000 Rz 24 dadurch einen inländischen Aufenthalt. Dauert dieser länger als sechs Monate an, tritt unbeschränkte Steuerpflicht kraft gewöhnlichen Aufenthalts nach EStR 2000 Rz 23 ein."" (Referenzantwort gestützt auf EStR 2000 Rz 23 und Rz 24)","Conclusion matches reference (yes). Cites a non-existent ""§ 2 Abs 11 EStG"" instead of the correct EStR 2000 Rz 23/24 or BAO § 26 Abs. 2 — flagged as hallucinated paragraph reference. Does not mention the 6-month threshold. Otherwise reasoning is acceptable."
25,a4feb4451a1c980b,Welche körperschaftsspezifischen Aufwendungen gelten nach § 11 KStG als Betriebsausgaben?,2.7. Abgleichsfähige Aufwendungen ( 11 KStG) Neben den nach den Gewinnermittlu ngsvorschriften des EStG abzugsfähigen Betriebsausgaben sind,"Aufwendungen im Zusammenhang mit Einlagen nach § 8 Abs. 1 KStG (Z 1), Zuführungen zu versicherungstechnischen Rückstellungen bei Versicherungsunternehmen (Z 3) sowie Zinsen für die Fremdfinanzierung des Erwerbs von Kapitalanteilen iSd § 10 (Z 4).",§ 11 Abs. 1 KStG 1988,1,0,0,1,2,0,"""§ 11. (1) Bei der Gewinnermittlung gelten auch folgende Aufwendungen als Betriebsausgaben im Sinne des Einkommensteuergesetzes 1988: 1. Bei unter § 7 Abs. 3 fallenden Steuerpflichtigen die von ihnen zu tragenden Aufwendungen, soweit sie mit Einlagen und Beiträgen (§ 8 Abs. 1) in unmittelbarem wirtschaftlichen Zusammenhang stehen. ... 3. Bei Versicherungsunternehmen die Zuführungen zu versicherungstechnischen Rückstellungen und Rücklagen ... 4. Die Zinsen in Zusammenhang mit der Fremdfinanzierung des Erwerbes von Kapitalanteilen im Sinne des § 10, soweit sie zum Betriebsvermögen zählen."" (§ 11 Abs. 1 KStG 1988)","Answer is a truncated fragment (""Abgleichsfähige Aufwendungen ... Neben den nach den Gewinnermittlungsvorschriften des EStG abzugsfähigen Betriebsausgaben sind"") — does not enumerate the items (Z 1, 3, 4) listed in the reference (§ 11 Abs. 1 KStG). Incomplete and unintelligible."
26,a502bd5687e251e7,Kann jemand nach österreichischem Steuerrecht mehr als einen Wohnsitz haben?,"Ja, nach österreichischem Steuerrecht kann eine natürliche Person durchaus mehr als einen Wohnsitz haben. Entscheidend ist, ob die Person eine Wohnung tatsächlich derart benutzt, dass sie als Mittelpunkt ihrer Lebensinteressen anzusehen ist. Das kann auch bei mehreren Wohnungen gleichzeitig der Fall sein. Liegen danach mehrere Wohnsitze vor, wird derjenige Ort als steuerlicher Wohnsitz behandelt, an dem sich die überwiegenden Lebensinteressen befinden. Dies beurteilt sich anhand von Tatsachen wie dem Ort der Familie, des regelmäßigen Aufenthalts oder der beruflichen Tätigkeit. Bei unklarer Lage kann es zu einer Doppelansässigkeit kommen, die dann durch ein Doppelbesteuerungsabkommen aufgelöst werden muss.",Ja. Eine natürliche Person kann nach EStR 2000 Rz 23 mehrere Wohnsitze haben.,EStR 2000 Rz 23,4,3,4,5,5,0,"""Eine natürliche Person kann nach EStR 2000 Rz 23 mehrere Wohnsitze haben."" (Referenzantwort, gestützt auf EStR 2000 Rz 23)","Conclusion correct. Goes beyond reference by introducing Mittelpunkt der Lebensinteressen / DBA-Doppelansässigkeit; these are common-sense extensions but the answer wrongly implies that for tax law one Wohnsitz is ""the"" steuerlicher Wohnsitz — under EStG more than one Wohnsitz coexist for unbeschränkte Steuerpflicht. Otherwise plausible. Slight overreach explains 4-correctness/3-grounded."
27,a529708caa4dd691,Zählt Krankengeld auch als Arbeitslohn?,"Schuldführung von der Kostensteuer ist, die Ermittelvermögen und Grundstellten. Die Verkommunft für diese Einheitliche Unternehmenschaften zu erfolgende Anschutzteiligkeit (§ 3 Abs 1 Ab 2 A2). Der Gesellsatz des Bundesweiszuges bei den Rechtsgesetzlich sind eine Gewinnanntnis kann nicht in dem Jahren im Förder angebendigen werden; dass es untersammen mit berufrechtige Betrifugellnach","Ja. Krankengeld aus der gesetzlichen Krankenversicherung gilt als Einkünfte aus nichtselbständiger Arbeit, wenn es wegen eines bestehenden oder früheren Dienstverhältnisses bezogen wird. Besteht kein Zusammenhang mit einem Dienstverhältnis (z. B. Krankengeld für Selbständige), ist es keine Einkunft aus nichtselbständiger Arbeit und fällt unter § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. c–e EStG 1988 (i.V.m. § 32 Z 1 EStG 1988),0,0,0,0,0,0,"""§ 25. (1) Einkünfte aus nichtselbständiger Arbeit (Arbeitslohn) sind: 1. a) Bezüge und Vorteile aus einem bestehenden oder früheren Dienstverhältnis. ... c) Bezüge aus einer gesetzlichen Kranken- oder Unfallversorgung. ... Bezüge gemäß lit. c bis e, ausgenommen solche aus einer Unfallversorgung, sind nur dann Einkünfte aus nichtselbständiger Arbeit, wenn sie auf Grund eines bestehenden oder früheren Dienstverhältnisses zufließen. In allen anderen Fällen sind diese Bezüge nach § 32 Z 1 zu erfassen."" (§ 25 Abs. 1 Z 1 lit. c–e EStG 1988)",Output is unintelligible OCR-like noise — does not address the question at all. No content; therefore no fabricated claim either.
28,a5492775960ef1a7,Die Ehefrau eines Gesellschafters einer offenen Gesellschaft (OG) gewährt der OG aus ihrem privaten Ersparten ein Darlehen und erhält dafür Zinsen. Die Ehefrau selbst ist nicht an der OG beteiligt. Handelt es sich bei den Zinsen um Einkünfte aus Gewerbebetrieb nach § 23 Z 2 EStG?,"23 Z 2 EStG? Antwort: Ja. Die Ehefrau hat als Ehegattin des Gesellschafters eine Einkommens- oder Vermögensforderung gegenüber dem Gesellschafter. Sie kann daher auch gegen den Gesellschafter einen Anspruch auf Zinsen erheben. Das gilt auch für die Zinsen, die der Gesellschafter in der Höhe von Fr. 10'000.-- im Jahre 1985 bezahlt hat. Der Gesellschafter hat somit einen Anspruch auf Zinsen, wenn er die Ehefrau zur Zeit des Vertragsabschlusses als Ehegatte verpflichtet hatte.","Nein. § 23 Z 2 EStG erfasst ausschließlich Vergütungen für die Hingabe von Darlehen durch Gesellschafter, die als Mitunternehmer anzusehen sind. Da die Ehefrau eine gesellschaftsfremde Dritte ist, fällt die Darlehensgewährung nicht unter § 23 EStG, sondern führt bei ihr regulär zu Einkünften aus Kapitalvermögen.",§ 23 EStG 1988,1,1,1,2,3,0,"""§ 23. Einkünfte aus Gewerbebetrieb sind: 1. Einkünfte aus einer selbständigen, nachhaltigen Betätigung, die mit Gewinnabsicht unternommen wird und sich als Beteiligung am allgemeinen wirtschaftlichen Verkehr darstellt, wenn die Betätigung weder als Ausübung der Land- und Forstwirtschaft noch als selbständige Arbeit anzusehen ist. 2. Gewinnanteile der Gesellschafter von Gesellschaften, bei denen die Gesellschafter als Mitunternehmer anzusehen sind ... sowie die Vergütungen, die die Gesellschafter von der Gesellschaft für ihre Tätigkeit im Dienste der Gesellschaft, für die Hingabe von Darlehen oder für die Überlassung von Wirtschaftsgütern bezogen haben."" (§ 23 EStG 1988)","Wrong conclusion (Ja instead of Nein). § 23 Z 2 EStG erfasst nur Vergütungen an Gesellschafter, die Mitunternehmer sind; gesellschaftsfremde Dritte (Ehefrau) fällt nicht darunter. Conclusion opposite to reference."
